charge_pump_ua,loop_bw_khz,phase_margin_deg,vco_gain_mhz_v,ref_freq_mhz,lock_time_us
353.5,324.5,52.7,196.4,71.7,34.13
383.9,277.6,34.0,318.0,82.1,43.27
317.7,280.9,34.4,227.7,58.9,25.01
275.0,264.8,79.8,336.5,88.3,25.92
225.0,158.0,73.2,647.8,29.3,15.63
223.1,207.4,77.5,595.2,46.3,19.39
212.2,389.4,58.7,618.1,40.6,5.0
232.1,454.6,48.3,703.5,53.1,6.9
50.5,131.8,57.7,284.2,88.8,28.94
464.3,75.9,42.1,768.5,95.5,95.51
165.4,67.4,67.0,165.6,25.0,16.71
286.2,156.3,31.7,395.8,30.3,30.57
281.3,131.8,59.8,783.4,36.1,12.68
332.3,261.4,77.7,777.7,23.7,34.44
487.8,40.6,75.4,562.5,85.6,117.0
94.0,115.6,48.3,472.4,28.3,24.6
50.2,442.7,31.1,591.4,56.1,42.2
61.0,406.6,79.3,367.7,46.8,35.88
94.7,64.9,35.2,609.9,66.0,44.69
383.2,186.7,51.0,366.6,23.8,46.36
177.7,242.0,41.4,336.2,86.9,14.01
96.7,157.5,56.1,380.7,42.6,12.89
59.4,120.3,46.0,514.4,58.8,38.2
321.1,233.0,39.3,597.1,41.3,26.35
186.0,468.7,38.2,500.3,80.7,6.06
202.1,180.7,76.1,532.8,23.9,16.71
132.7,341.7,50.3,708.4,23.4,14.19
454.2,291.6,75.9,581.4,88.4,71.21
60.3,59.5,45.3,210.6,63.8,39.6
411.0,221.4,55.7,612.7,38.0,45.72
269.8,102.0,42.2,222.2,53.0,17.38
497.9,424.9,61.4,437.3,80.6,88.8
387.8,287.7,50.9,485.7,69.1,45.06
424.3,369.9,66.2,338.2,61.3,51.88
90.1,239.0,77.3,582.4,69.8,27.64
63.2,85.6,62.1,301.7,68.5,44.73
144.8,168.3,38.2,426.0,65.2,21.3
396.2,40.1,48.9,697.8,21.5,57.3
156.1,396.6,40.9,724.4,26.8,14.13
236.4,368.5,42.9,737.1,27.7,10.92
422.0,17.1,52.0,459.7,87.0,101.27
219.1,299.2,32.6,225.9,79.3,8.52
398.8,56.2,50.2,727.0,58.3,56.08
254.5,296.3,74.3,145.4,25.0,7.84
148.7,238.1,34.7,372.6,83.5,12.01
122.6,123.8,34.8,160.4,23.7,22.46
358.2,480.5,67.0,376.9,15.1,35.97
335.1,234.3,34.6,367.3,23.1,32.42
309.4,314.0,65.7,284.0,16.4,24.26
460.0,416.7,73.7,493.0,26.5,78.5
51.9,409.6,59.3,137.9,60.5,26.8
114.4,179.4,60.3,304.5,72.9,10.04
274.2,232.2,57.5,677.4,63.8,11.92
481.2,106.3,63.5,286.8,26.1,91.73
425.4,452.0,33.5,701.2,38.8,66.88
351.1,474.3,66.4,211.6,17.6,25.74
356.0,164.5,48.1,388.5,55.4,33.53
359.6,320.1,37.2,105.5,52.9,44.63
358.4,384.4,76.8,400.5,64.5,31.36
467.0,76.9,36.3,358.4,38.4,93.44
363.5,31.9,65.6,698.2,10.9,57.58
469.9,319.4,63.0,691.4,52.3,81.98
83.8,282.5,62.0,433.7,95.8,15.78
268.8,458.4,77.7,483.0,31.1,17.06
434.1,287.8,37.8,518.4,43.8,81.95
263.2,239.4,31.3,315.2,97.1,23.8
455.4,454.4,57.6,275.9,99.0,63.57
488.9,383.2,65.2,529.2,34.2,92.23
88.6,100.4,76.1,162.5,80.4,34.18
265.4,232.5,49.9,223.9,35.2,10.87
335.0,206.8,57.0,447.0,26.3,26.36
303.3,224.1,34.1,215.5,33.2,22.39
184.5,10.8,34.2,490.5,43.7,105.52
387.9,430.5,58.7,612.2,75.4,39.77
162.7,63.2,72.5,473.0,11.7,23.61
116.3,427.2,37.0,694.5,24.8,16.59
150.0,212.1,73.3,702.4,60.3,10.72
292.7,285.1,35.4,708.5,46.9,19.63
230.7,19.5,36.1,653.2,54.3,66.81
312.9,477.4,35.8,121.5,70.7,29.16
266.6,278.5,43.7,356.7,74.0,18.58
447.2,258.6,69.8,248.0,68.2,63.25
278.3,400.2,74.8,193.8,64.6,26.56
169.9,165.8,49.7,519.0,15.6,12.61
474.8,296.2,64.1,730.6,74.1,78.84
222.3,80.3,63.4,430.0,29.6,11.98
241.7,136.1,48.9,753.6,14.0,22.05
97.8,146.5,30.5,589.8,55.4,25.53
318.6,120.5,60.7,578.7,82.5,23.6
476.2,123.7,44.3,706.8,74.6,90.42
495.9,413.1,39.1,797.2,57.6,97.75
117.1,136.9,36.2,750.9,56.3,21.25
391.4,65.0,71.3,205.6,11.4,62.57
90.4,153.9,43.0,576.7,81.9,23.59
120.4,243.8,75.3,168.8,73.7,21.01
482.5,99.6,72.4,349.6,84.9,96.77
473.8,474.4,63.1,192.7,10.8,83.53
132.1,328.8,49.7,616.6,83.6,11.31
261.3,203.2,64.5,335.8,70.3,15.42
173.6,421.8,65.0,587.2,40.0,5.15
223.5,107.6,35.6,463.5,57.6,20.52
155.5,127.7,62.0,522.0,31.0,18.69
197.4,342.7,48.8,445.3,82.0,5.0
335.5,187.2,69.2,285.5,11.6,33.42
357.5,406.1,44.5,729.6,96.5,39.02
143.7,333.9,42.5,703.8,78.6,5.83
87.5,61.4,75.8,296.8,14.7,43.23
298.8,289.7,61.9,151.2,66.4,13.06
243.2,319.0,57.3,767.5,24.4,5.0
488.8,436.0,41.8,334.6,90.4,94.26
67.9,470.8,54.3,690.1,89.0,18.14
447.9,23.8,31.2,362.4,92.5,115.4
478.4,306.4,50.4,761.4,59.8,84.5
53.3,10.7,67.7,489.5,48.5,120.06
199.7,147.6,50.8,340.0,84.1,12.72
345.0,276.7,71.3,420.2,76.8,26.0
116.5,324.0,39.7,407.6,67.5,18.25
52.8,265.9,33.3,539.4,97.5,32.35
61.4,153.2,63.5,102.1,80.6,27.55
314.8,32.2,41.2,684.3,31.8,45.15
457.3,310.9,68.9,752.4,21.9,70.13
79.9,164.0,41.0,352.2,66.4,36.93
349.5,368.4,55.9,253.8,64.7,23.54
453.3,416.4,51.9,102.4,18.2,69.44
314.2,85.2,52.0,230.4,17.2,25.6
426.6,143.4,36.4,225.4,69.3,67.79
338.9,166.8,38.6,537.6,48.3,28.67
493.1,285.0,50.3,769.8,99.8,99.19
172.3,499.2,35.1,506.6,40.3,11.8
172.9,72.7,65.3,691.9,28.6,19.15
171.7,442.7,34.7,460.6,55.5,18.95
284.8,417.1,41.6,433.9,40.7,24.16
197.8,311.3,60.3,319.3,91.1,7.64
223.8,110.8,30.8,258.4,51.8,18.64
468.6,298.9,72.3,477.3,37.0,74.52
336.2,432.4,47.4,535.2,13.9,27.54
362.7,372.5,60.7,119.2,97.8,31.03
209.2,411.5,73.0,232.6,54.7,5.0
69.1,347.6,77.4,562.4,24.6,33.41
224.3,406.4,41.5,506.2,29.4,12.89
407.0,496.8,31.6,758.2,92.0,52.11
449.9,406.9,71.6,234.5,81.2,80.48
418.8,456.2,37.4,700.8,50.1,54.51
399.0,366.7,39.8,363.0,37.4,55.53
229.5,315.6,42.0,780.6,16.9,22.36
194.0,490.9,77.5,314.3,94.7,12.98
311.4,289.0,71.2,442.6,57.4,23.99
235.1,37.5,73.9,437.2,12.6,43.14
393.3,487.2,58.6,347.4,47.2,38.55
447.0,218.3,57.8,142.9,98.6,66.76
239.7,399.8,58.2,768.6,95.9,12.84
455.0,48.9,63.4,735.5,60.5,82.89
199.9,474.4,30.5,277.4,36.4,19.89
356.2,92.0,77.9,541.4,13.8,47.36
83.3,151.8,71.7,212.2,15.4,19.22
140.5,52.4,38.9,634.5,16.9,30.4
74.1,49.1,53.5,348.4,98.1,33.97
292.8,34.0,40.0,280.8,65.1,46.97
260.3,307.7,55.6,671.4,25.1,5.0
229.0,141.5,75.6,684.6,84.3,29.79
443.3,317.9,39.4,420.9,63.6,73.62
199.3,267.8,75.4,387.4,24.2,14.98
227.0,383.5,67.0,424.1,25.1,5.35
358.7,137.4,70.2,276.0,77.1,32.37
153.5,339.2,51.9,686.4,27.7,6.78
84.3,213.3,62.7,361.2,68.5,18.47
113.7,146.8,43.4,540.3,83.1,8.43
328.4,470.0,78.5,368.8,52.2,32.86
58.5,379.9,51.3,365.9,22.9,33.33
325.6,488.0,64.8,183.3,53.5,16.58
127.2,270.0,75.0,601.4,99.9,16.58
361.6,355.4,74.0,310.3,55.0,33.47
290.3,403.1,69.1,677.8,95.5,15.68
117.1,155.5,79.1,612.2,24.4,30.13
478.9,384.8,37.3,739.6,29.1,82.47
232.4,249.8,60.0,260.1,92.5,9.97
183.7,19.1,51.0,456.7,99.7,59.33
331.5,441.4,76.0,508.2,98.6,28.57
311.6,134.5,45.7,684.6,12.6,19.4
349.6,119.0,38.7,533.8,26.2,38.75
348.9,100.3,31.4,384.1,23.6,38.27
359.9,326.6,40.0,661.5,75.7,36.27
469.2,219.1,30.4,520.3,96.0,80.08
483.8,26.9,54.3,295.6,53.9,123.38
76.8,460.8,37.6,774.6,66.0,19.91
363.1,26.1,72.3,349.8,92.3,72.25
457.0,208.6,32.2,425.4,50.4,81.66
234.4,387.8,47.1,698.9,11.0,5.0
112.3,181.5,38.4,374.7,27.3,28.93
434.5,308.5,73.3,712.6,26.3,75.66
67.1,493.1,48.0,173.2,98.7,22.08
466.1,483.3,44.4,213.2,24.8,81.73
127.7,367.1,36.7,421.7,25.0,9.92
497.5,13.0,32.0,720.7,29.4,175.47
269.4,387.1,52.6,698.9,71.0,15.01
420.9,402.1,68.6,686.6,24.9,50.73
233.8,98.4,61.7,321.8,54.4,14.0
438.5,66.2,70.2,148.6,31.9,82.09
309.1,276.3,71.6,145.5,83.8,23.18
459.9,237.7,41.6,326.0,12.9,86.51
90.4,188.3,64.5,653.4,51.3,18.15
376.8,357.6,62.2,674.3,85.1,32.25
102.2,91.2,70.3,233.9,81.9,30.58
209.6,260.6,60.6,408.7,60.3,5.0
225.8,138.4,77.5,328.6,21.9,19.63
239.5,134.5,64.0,284.9,82.5,9.91
325.5,292.0,61.9,490.8,84.4,19.13
376.6,356.1,74.6,756.0,60.8,39.29
394.9,321.1,64.4,266.5,18.0,42.74
100.4,290.8,46.5,774.6,89.2,16.28
229.4,63.4,75.1,148.8,21.9,22.67
332.5,328.0,72.0,667.8,86.6,32.16
499.8,61.5,53.9,779.1,35.8,104.45
114.2,345.3,42.2,457.5,20.9,11.22
395.5,118.8,30.1,735.5,48.8,53.47
314.9,203.7,70.7,461.5,30.4,27.02
291.5,56.9,35.0,124.2,42.5,39.77
141.9,385.8,37.8,520.3,39.1,17.06
268.3,100.4,73.8,172.2,11.0,25.26
146.1,257.6,69.3,499.5,60.3,12.37
374.7,62.8,52.2,443.6,24.1,47.44
151.0,155.0,42.4,548.1,51.7,26.1
316.6,121.4,57.7,529.2,82.5,24.61
322.1,379.3,55.7,332.3,62.2,9.26
102.0,468.9,46.5,489.6,66.9,21.86
204.1,443.6,54.9,425.2,89.6,5.0
365.5,384.5,54.7,787.0,69.8,30.27
271.2,411.2,69.4,612.2,17.7,13.56
160.7,458.8,43.4,109.2,42.5,11.88
223.2,118.2,38.7,659.4,57.3,20.49
496.3,390.4,43.5,224.5,57.3,89.65
339.2,85.2,70.5,608.5,85.1,37.37
61.8,297.8,31.4,631.2,12.6,29.87
297.1,359.3,55.1,324.7,37.8,13.29
448.8,391.7,79.7,469.8,75.5,78.97
244.4,126.2,34.7,754.9,68.7,23.85
343.7,481.8,41.6,256.2,91.0,29.16
200.1,169.2,55.4,683.1,27.2,14.32
444.0,46.3,60.4,409.7,96.0,77.85
234.5,430.1,33.0,566.8,19.7,10.83
421.7,397.0,65.2,222.2,88.4,58.54
381.2,117.4,62.7,672.5,18.3,45.45
442.6,162.0,33.8,471.7,52.4,71.29
317.9,465.3,73.5,132.9,17.7,23.81
207.1,399.9,68.3,293.5,57.9,8.81
353.5,467.0,74.5,618.1,80.6,40.32
406.4,293.9,69.6,303.9,90.1,51.91
343.0,452.9,51.0,733.0,53.3,25.49
311.8,90.7,79.5,752.5,32.6,33.72
258.3,29.5,60.8,216.9,99.9,48.94
172.3,15.9,51.4,680.7,80.9,63.47
169.9,89.0,78.5,508.8,83.1,19.23
113.4,411.0,62.3,250.1,95.3,17.49
141.7,90.7,38.6,509.1,93.1,23.31
309.9,348.6,30.7,797.7,84.5,22.88
284.4,107.7,33.4,406.9,38.2,29.79
90.0,87.8,45.3,330.6,78.6,24.27
238.0,160.3,77.3,521.7,65.5,27.48
443.2,25.7,57.8,468.0,37.3,103.03
334.4,421.4,70.4,598.9,15.8,28.7
417.8,191.2,33.6,415.3,45.1,61.96
81.2,115.7,61.9,234.4,12.1,32.6
151.6,417.5,77.6,244.2,14.9,16.52
357.3,276.9,61.1,459.4,79.0,32.55
169.6,274.7,52.7,598.0,47.3,8.74
342.7,162.9,69.6,726.3,90.0,28.22
183.7,420.1,73.8,568.5,41.2,12.61
61.3,360.1,30.6,161.7,86.3,33.74
480.8,315.2,53.8,708.3,90.1,89.81
440.7,198.6,71.2,378.9,85.8,70.38
273.4,344.4,38.3,750.3,91.1,10.48
171.0,248.8,46.1,214.3,99.3,17.86
56.2,174.0,35.1,135.6,40.5,26.45
178.9,35.5,36.8,230.5,74.8,33.3
258.7,40.0,77.3,335.0,46.9,43.71
266.3,57.6,73.0,681.1,34.0,32.87
119.5,444.5,68.9,678.2,43.9,18.25
123.8,112.1,57.2,589.8,90.2,24.73
427.3,452.8,54.6,300.3,45.2,52.3
131.3,157.2,44.9,232.5,59.4,19.27
394.3,61.8,60.2,793.9,92.8,56.2
205.4,372.4,60.1,322.1,95.1,12.03
161.7,492.4,68.1,672.3,76.4,15.09
337.1,365.9,39.8,133.7,39.3,23.88
303.3,337.8,49.2,608.4,28.4,17.88
468.9,102.7,37.4,196.6,24.0,87.55
174.3,52.4,65.6,267.4,74.5,19.17
208.2,336.7,64.6,163.7,77.3,8.26
207.6,27.7,41.6,532.7,26.5,48.59
327.6,230.8,77.5,305.4,16.4,31.06
438.7,453.7,42.8,558.2,84.4,63.47
125.0,228.0,34.1,303.2,73.2,12.6
318.7,376.9,48.2,263.6,39.2,20.76
489.9,256.4,75.1,585.5,100.0,100.79
359.3,58.1,68.6,222.7,29.5,50.04
97.5,343.3,64.8,119.8,63.3,18.2
141.1,268.1,36.9,420.9,28.7,15.04
54.6,231.8,45.4,577.7,98.6,29.59
475.8,27.3,30.2,221.7,71.8,113.6
167.3,245.5,74.2,428.1,13.8,11.12
484.0,429.3,78.5,613.2,41.5,87.84
152.9,356.7,44.1,362.7,28.7,9.0
236.7,167.5,63.5,719.9,46.4,5.38
340.3,434.6,77.7,683.9,14.7,35.56
137.6,353.4,71.6,307.3,58.8,12.47
340.5,298.2,50.8,222.3,72.6,27.56
479.0,124.8,64.4,154.3,57.1,78.82
453.4,489.5,57.4,415.9,86.5,58.1
211.8,263.4,71.3,185.9,46.7,5.0
58.2,482.0,46.7,292.0,14.8,38.31
189.2,345.0,76.4,294.6,15.3,14.81
210.0,295.8,72.8,138.4,42.1,22.32
56.2,141.0,62.3,245.1,23.5,34.85
68.6,91.1,78.6,257.9,90.8,39.61
61.1,49.2,62.1,230.3,15.3,31.78
226.8,61.0,63.4,156.5,70.4,14.71
224.2,150.7,73.1,223.8,96.9,13.76
411.5,341.9,73.4,611.0,35.5,62.27
434.8,199.9,43.3,738.0,46.2,59.08
377.4,331.8,75.7,637.5,32.0,38.88
336.7,373.2,32.5,302.1,97.7,36.43
239.4,24.1,38.2,527.4,26.5,45.96
74.5,479.1,67.3,554.9,44.7,22.0
499.0,152.1,56.5,767.2,21.4,101.32
276.1,70.0,30.2,288.6,28.3,30.32
130.5,275.8,38.2,104.9,36.8,23.81
198.2,90.5,60.3,559.8,31.7,21.18
213.0,204.9,77.6,206.6,87.3,13.34
203.7,244.3,80.0,566.0,66.1,12.0
258.3,61.9,78.7,299.8,98.8,32.47
420.5,227.0,36.2,186.6,82.1,61.58
277.0,468.0,78.5,206.3,93.8,23.55
223.7,95.1,52.4,471.9,49.4,8.45
322.2,249.7,46.7,216.6,65.5,11.43
401.8,436.8,37.1,519.2,60.1,56.77
449.2,59.4,72.3,327.3,67.2,89.18
274.0,382.1,47.3,572.4,76.4,9.2
436.5,312.4,57.8,156.1,26.1,63.14
199.7,84.6,54.3,628.8,39.3,11.86
123.9,457.0,32.6,694.2,69.8,21.37
467.2,463.0,63.5,470.9,95.0,78.33
227.3,161.8,53.8,740.3,26.3,5.0
467.5,294.7,37.7,295.5,36.7,76.4
183.5,70.8,77.1,234.2,68.9,22.57
352.7,437.4,64.4,267.8,94.5,31.31
148.9,292.5,31.9,601.2,58.1,18.88
383.4,366.6,76.4,458.8,10.1,49.46
135.8,118.0,77.1,371.6,29.5,27.73
227.0,297.1,63.9,590.9,27.3,5.0
342.2,490.6,60.8,103.7,98.4,33.39
388.0,15.1,34.1,153.4,50.0,103.95
206.6,362.6,79.2,485.7,32.0,18.08
218.9,482.2,70.9,544.2,83.5,5.0
283.6,123.8,46.1,729.7,15.4,21.14
183.9,128.6,72.3,583.0,19.2,18.35
353.9,243.6,68.1,259.4,64.6,32.17
242.8,422.8,40.0,206.9,73.5,10.01
320.0,40.3,59.9,616.0,22.6,40.78
59.1,153.7,49.4,244.7,34.0,28.12
171.6,474.8,63.0,564.2,48.6,11.13
91.6,396.4,45.9,628.5,21.4,9.33
268.9,153.8,64.0,522.6,92.0,12.51
82.8,107.1,43.8,385.2,14.4,29.0
211.5,497.1,52.6,642.7,60.0,5.0
259.7,108.1,75.0,244.4,51.6,28.72
428.2,384.2,46.8,663.2,45.7,62.83
363.1,347.6,54.9,445.2,16.4,30.73
272.9,93.6,64.1,336.3,51.1,17.5
142.5,149.3,62.4,704.3,97.0,20.07
121.7,293.7,69.5,230.5,49.2,17.11
63.8,168.5,71.6,314.3,56.4,30.43
223.5,123.7,47.7,562.4,14.0,14.65
447.0,52.1,46.7,781.7,78.3,86.29
294.3,368.1,77.1,554.2,57.3,19.27
350.9,197.2,32.9,331.9,67.6,41.74
481.3,86.0,41.6,203.5,84.4,99.37
294.8,366.7,66.4,458.2,32.7,16.01
427.8,434.3,63.9,147.3,44.5,59.45
423.6,486.6,31.9,594.6,20.1,54.55
388.3,473.7,44.7,618.2,14.8,57.4
107.0,403.6,65.8,242.8,23.0,7.71
61.3,256.0,74.2,721.9,28.3,33.1
307.1,199.0,52.8,382.3,83.7,12.84
320.9,23.8,63.8,416.6,74.7,58.97
167.4,476.1,46.0,166.3,48.4,6.51
172.7,444.0,71.7,568.0,14.8,5.0
231.7,347.4,55.0,542.6,45.2,5.0
288.9,436.3,37.7,320.1,11.2,22.57
423.9,275.1,79.6,780.8,14.2,68.97
321.6,117.3,38.8,345.5,19.9,34.01
336.9,275.6,79.5,639.7,63.9,30.56
134.7,320.9,71.4,499.9,54.8,21.79
95.1,29.6,55.3,635.6,43.7,50.56
351.1,481.9,54.0,278.5,34.8,28.8
96.6,278.7,56.6,239.7,39.7,11.88
363.6,278.8,37.5,742.0,76.4,41.62
346.4,196.7,62.2,463.6,75.6,28.01
348.6,215.4,51.0,667.7,16.4,30.68
206.8,114.1,56.5,355.3,77.5,14.39
337.4,287.3,43.2,690.5,27.5,25.96
50.3,307.4,65.7,708.0,87.2,27.4
122.4,235.2,46.4,293.8,79.1,13.75
402.2,493.1,67.8,165.9,59.0,43.36
334.3,441.7,34.8,413.8,44.5,23.83
212.5,274.9,54.3,232.9,74.2,15.74
221.3,96.0,36.3,661.1,43.7,17.1
266.3,496.9,53.7,514.1,51.7,13.92
168.0,72.6,52.4,323.5,28.9,13.31
314.9,386.2,72.9,501.2,62.6,19.79
302.8,89.0,63.1,239.7,29.2,21.51
169.9,101.5,70.7,227.2,74.6,18.17
296.2,306.5,52.4,320.6,62.5,14.86
499.0,174.3,50.1,542.1,64.7,96.64
126.0,442.6,41.9,101.0,71.8,13.13
132.3,131.3,69.2,219.2,14.9,14.24
262.8,267.5,75.3,157.7,73.0,20.11
431.4,304.8,72.6,577.0,37.9,66.5
168.7,27.1,50.8,492.3,36.3,40.95
180.7,376.9,30.7,623.2,41.4,8.64
470.8,254.7,45.6,459.3,85.2,76.45
354.7,72.2,40.1,170.4,62.1,46.05
161.0,226.3,30.9,706.9,68.7,18.55
357.8,65.4,38.8,357.8,15.8,41.97
108.1,185.7,67.7,210.2,58.4,24.75
150.8,127.8,78.2,713.0,34.1,26.27
194.7,496.4,61.0,489.8,93.8,5.0
386.6,405.1,61.3,287.2,94.2,46.48
88.6,138.5,32.4,708.4,46.4,28.43
413.7,486.9,55.0,390.7,44.0,49.41
423.9,390.0,42.8,624.8,55.4,60.49
116.0,429.9,58.3,423.1,19.4,9.05
461.0,182.2,42.2,309.9,48.5,83.11
445.7,148.1,73.7,679.6,69.4,80.82
78.9,152.4,79.2,261.3,50.9,38.24
101.3,346.8,51.1,364.3,52.1,12.73
384.5,64.1,58.2,244.8,55.7,54.52
383.9,285.8,52.1,606.1,43.7,26.8
475.3,98.1,42.1,286.3,31.7,96.17
161.1,63.5,43.5,503.0,76.9,24.01
350.6,231.1,41.9,674.2,87.7,33.87
289.8,307.5,33.3,539.9,42.2,20.76
253.2,166.2,38.3,254.7,55.5,17.93
346.7,96.5,67.3,282.0,68.3,40.33
111.2,309.6,35.8,372.0,50.6,29.53
356.8,488.6,66.4,679.1,54.5,36.7
136.5,294.7,59.1,458.6,73.7,5.0
323.7,79.1,35.3,261.0,84.2,35.71
261.3,176.4,55.4,546.6,17.0,10.13
257.0,125.9,34.5,632.0,25.3,28.03
110.0,373.8,66.1,126.1,57.9,16.54
225.8,95.4,35.7,458.3,88.1,16.92
383.3,334.5,76.5,757.2,51.4,47.93
130.6,180.9,32.0,154.0,12.5,24.57
424.2,25.4,34.2,522.9,28.5,96.93
408.0,15.9,48.9,243.9,78.5,113.49
110.8,412.6,73.2,534.1,79.2,21.03
193.8,156.8,56.5,621.2,36.5,11.1
347.5,132.4,71.3,379.6,96.1,39.59
135.0,255.6,74.8,680.4,70.8,12.15
474.8,238.4,65.6,488.2,70.1,94.51
235.8,45.6,42.0,415.5,22.7,36.24
389.1,420.3,74.4,123.6,56.1,48.74
255.2,187.6,47.2,390.3,78.0,14.37
303.1,384.2,57.4,221.3,55.5,10.95
263.6,194.8,44.3,130.0,83.7,9.81
449.9,402.8,65.7,504.4,97.8,66.44
338.4,415.2,55.5,548.7,60.3,20.67
434.3,307.7,43.9,311.1,42.9,54.2
66.6,410.8,35.0,413.4,86.8,23.91
84.7,393.0,70.2,446.0,18.2,26.21
283.3,296.8,61.9,124.9,25.4,16.73
415.0,73.2,35.2,545.8,47.2,71.32
198.3,57.6,53.1,607.4,28.8,12.57
76.7,22.4,73.3,270.3,97.2,66.56
494.1,190.4,57.2,506.1,46.0,96.59
327.5,190.9,47.9,648.3,55.7,18.53
241.5,198.6,37.5,785.8,50.3,13.64
294.9,75.6,40.8,397.2,32.9,28.57
202.0,497.8,49.7,311.9,28.0,5.69
434.9,375.8,63.3,129.3,70.8,59.27
184.7,351.3,49.9,692.0,25.2,5.0
346.6,221.6,73.5,564.9,59.4,41.78
140.3,460.8,47.9,605.7,66.3,7.09
437.5,204.4,71.7,332.6,12.5,65.98
437.3,315.1,51.1,676.7,19.6,66.66
286.8,306.3,42.1,731.2,96.5,11.09
436.3,412.7,62.1,585.8,86.0,62.62
445.5,446.7,49.5,406.4,34.2,66.64
330.9,434.8,57.8,406.5,13.2,19.85
383.8,166.9,61.0,161.6,49.8,48.19
297.4,478.4,34.5,395.4,29.1,27.31
121.6,403.9,30.9,632.4,41.3,19.88
143.6,74.3,56.1,327.9,96.5,16.91
135.9,291.8,58.8,461.0,54.9,10.01
401.1,468.3,54.4,373.9,82.4,37.79
486.5,59.6,60.8,719.9,51.3,103.46
163.7,35.7,62.2,533.9,91.7,36.24
415.9,321.9,75.4,225.6,80.8,60.76
255.6,90.9,75.0,740.1,79.4,21.61
372.6,334.6,78.6,353.7,40.3,52.82
382.2,184.0,73.6,453.0,87.8,56.83
380.4,169.9,62.4,309.5,38.2,43.91
390.1,102.7,62.6,322.1,58.7,54.51
301.1,368.8,31.3,512.5,47.2,24.12
326.1,456.1,34.2,335.0,15.1,26.01
219.4,313.4,78.1,292.1,23.8,18.08
188.3,81.7,48.3,109.6,26.2,14.99
71.2,174.4,76.0,178.2,50.9,34.16
260.4,467.7,38.0,296.3,32.7,10.58
187.4,139.2,48.5,522.9,63.7,11.81
75.8,467.4,61.6,504.5,13.9,12.89
186.4,244.7,33.5,303.2,47.3,14.51
120.0,379.5,34.5,258.8,96.5,21.79
413.9,316.3,54.0,536.0,41.7,56.72
337.4,282.5,56.3,109.1,22.8,16.33
494.3,68.4,42.1,703.5,50.6,114.48
59.2,182.7,30.4,186.3,71.6,44.73
113.7,157.3,36.0,136.9,71.8,22.05
277.9,477.2,62.9,299.4,42.8,10.59
367.4,23.2,74.9,657.3,29.0,75.65
100.7,400.5,31.2,591.3,26.7,28.37
297.8,488.1,61.5,129.9,68.0,12.11
414.3,222.4,60.1,477.6,90.3,51.36
122.6,350.6,31.4,187.0,52.8,16.42
304.2,221.3,70.8,377.9,88.8,18.07
327.8,229.4,54.7,324.1,70.8,25.88
310.9,372.1,76.7,305.9,55.1,27.66
429.1,202.4,71.3,456.6,45.2,70.74
198.7,331.5,77.4,394.7,97.5,16.69
480.0,358.7,41.6,383.3,88.9,80.89
244.7,440.6,71.2,127.8,75.5,11.37
213.8,225.7,43.0,604.0,27.7,11.57
93.0,20.7,50.9,207.0,91.6,69.51
69.1,487.2,74.9,181.7,18.0,35.14
464.9,353.4,73.8,255.4,15.4,78.93
324.9,113.1,50.3,294.6,80.7,31.67
194.7,257.6,38.3,541.1,96.6,12.97
238.1,210.8,62.3,581.3,96.9,12.76
248.5,21.8,44.0,432.8,71.3,39.45
456.7,172.9,59.2,446.0,36.2,69.44
76.7,76.0,53.7,312.7,57.9,29.02
489.8,150.7,43.6,654.9,44.4,97.74
409.0,136.2,76.9,489.1,88.3,64.31
487.0,471.3,40.4,281.5,41.6,94.74
367.4,309.2,68.1,620.2,70.8,39.62
176.2,213.1,53.4,561.6,25.2,5.0
380.3,185.1,58.5,550.3,36.2,45.12
264.6,184.3,76.5,175.0,25.1,19.98
373.2,44.1,49.6,774.6,32.3,48.84
157.4,130.6,55.8,292.9,41.1,13.48
346.0,452.8,66.2,444.2,83.0,22.57
138.2,380.2,52.1,512.4,98.5,13.85
360.7,209.5,74.3,502.2,87.5,35.73
52.8,409.1,56.2,634.4,22.0,18.04
71.0,219.6,79.9,384.4,69.5,37.84
70.1,79.8,78.1,295.3,51.9,43.72
128.9,375.3,33.5,343.7,17.9,24.7
107.9,357.5,51.0,179.6,25.5,17.57
334.3,69.4,42.0,666.5,38.3,42.19
417.3,251.4,50.7,561.3,25.0,47.58
481.4,144.5,60.5,763.3,98.4,94.99
232.8,117.8,38.9,298.5,11.4,24.69
134.5,355.2,35.8,248.5,43.4,14.35
106.1,138.1,52.4,532.5,61.7,16.2
274.8,436.3,36.3,450.9,50.8,21.05
123.9,78.6,77.2,687.1,81.2,34.2
141.9,380.5,32.8,707.5,97.7,18.51
411.5,438.6,71.1,568.1,82.4,57.68
315.4,460.5,78.2,723.7,87.5,26.49
127.3,182.9,77.1,518.4,55.5,24.18
157.8,188.3,69.6,406.4,59.3,15.14
77.9,368.6,30.7,338.1,39.5,35.2
197.3,107.0,65.3,361.1,27.4,18.31
248.3,243.0,67.2,209.7,31.3,9.01
459.6,459.7,60.9,452.3,47.3,79.22
242.7,470.0,34.4,487.1,52.3,19.67
169.9,431.6,74.4,570.1,76.8,13.57
379.1,30.5,67.9,398.0,80.0,81.5
126.7,22.3,51.8,508.5,20.9,47.88
106.5,80.8,59.0,633.8,13.0,23.99
108.4,344.7,71.3,249.1,53.8,19.14
