nozzle_temp_c,print_speed_mm_s,layer_height_mm,cooling_fan_pct,retraction_mm,print_quality
171.7,81.5,0.106,88.9,1.69,0.4659
200.1,98.7,0.111,27.6,3.22,0.5855
244.8,29.3,0.184,82.6,7.07,0.6426
198.9,76.2,0.125,29.5,4.17,0.8114
176.7,114.0,0.103,38.9,2.83,0.2469
192.1,33.9,0.142,38.1,0.83,0.8513
218.9,28.4,0.13,61.4,2.77,0.8142
232.2,87.4,0.107,23.3,5.61,0.6363
196.7,26.9,0.175,99.6,5.17,0.8226
208.3,87.5,0.112,85.1,5.21,0.6883
175.3,69.0,0.328,92.6,1.41,0.6205
244.4,28.4,0.376,16.0,5.21,0.4936
204.6,93.3,0.22,86.3,7.5,0.6997
228.9,93.4,0.335,33.1,5.53,0.5305
228.4,34.4,0.33,49.9,4.65,0.7766
218.3,112.0,0.217,61.6,7.74,0.4391
216.0,53.0,0.283,16.2,1.9,0.8572
228.2,107.8,0.267,79.3,1.92,0.4432
227.8,117.3,0.268,99.5,0.97,0.2993
192.3,116.6,0.118,88.7,1.59,0.3612
190.9,47.8,0.232,85.3,4.61,0.7862
219.8,62.4,0.182,83.4,5.18,0.8603
195.9,70.6,0.173,93.0,3.83,0.7781
215.6,69.5,0.395,58.4,3.59,0.7445
217.8,28.7,0.248,15.1,1.72,0.838
230.4,39.6,0.128,61.0,1.53,0.847
220.6,29.3,0.245,39.5,1.31,0.816
183.1,110.7,0.133,81.5,0.69,0.4168
181.7,58.9,0.244,92.5,3.12,0.7054
196.8,83.9,0.391,94.2,6.86,0.5946
182.9,42.0,0.126,20.5,7.7,0.7445
174.9,32.3,0.217,76.7,1.31,0.725
174.7,82.3,0.259,99.0,4.98,0.5601
199.9,77.7,0.215,29.5,7.1,0.7665
244.0,75.8,0.216,72.3,5.19,0.6425
247.6,42.1,0.213,5.1,7.54,0.6292
178.9,86.6,0.287,51.1,4.47,0.6776
185.3,45.3,0.116,23.9,4.58,0.7662
188.0,37.9,0.176,55.9,5.95,0.8116
189.5,77.8,0.264,85.5,2.67,0.787
179.9,95.1,0.357,4.8,3.31,0.348
190.6,86.7,0.293,46.2,6.07,0.6514
217.8,50.9,0.395,78.3,4.13,0.7822
216.9,58.5,0.387,39.0,5.88,0.7275
179.0,73.8,0.371,26.7,6.81,0.5974
226.6,46.3,0.333,14.9,6.78,0.7441
243.3,118.5,0.205,49.4,7.84,0.1683
202.9,41.6,0.352,97.3,5.92,0.7759
188.3,32.6,0.357,19.6,7.17,0.6969
235.3,93.2,0.338,54.4,2.28,0.5799
225.5,74.6,0.278,86.6,7.87,0.7548
189.0,114.7,0.38,6.7,0.71,0.222
176.7,69.9,0.192,63.2,3.01,0.6547
224.2,53.9,0.237,58.2,7.04,0.8492
229.0,60.6,0.306,63.0,3.39,0.8208
186.5,87.8,0.196,6.8,5.3,0.5846
170.2,66.7,0.342,50.2,2.91,0.5671
212.8,50.3,0.31,43.6,7.61,0.9011
244.9,49.1,0.298,11.4,7.93,0.5774
217.6,70.1,0.375,45.6,3.37,0.7431
181.9,90.6,0.237,18.0,5.07,0.5941
223.1,100.5,0.331,32.9,5.75,0.5289
229.6,30.2,0.276,80.8,6.29,0.7633
171.1,91.2,0.256,38.1,2.39,0.4487
201.7,85.7,0.383,28.9,6.26,0.6277
190.5,58.4,0.367,0.6,2.45,0.6764
196.4,101.0,0.361,4.8,1.23,0.451
170.7,71.3,0.282,19.7,7.97,0.5116
241.5,62.4,0.344,15.4,4.66,0.6552
220.0,60.1,0.375,97.8,3.48,0.8034
192.6,46.7,0.34,47.8,1.56,0.8253
238.0,24.8,0.146,61.4,2.73,0.7264
227.3,108.5,0.169,98.1,7.53,0.4443
192.6,109.7,0.282,59.3,4.47,0.4931
187.3,62.6,0.346,79.3,2.05,0.7498
238.4,102.9,0.195,92.9,2.08,0.417
206.7,21.2,0.26,97.0,4.93,0.7841
214.4,78.1,0.165,96.4,5.35,0.773
239.0,51.3,0.236,55.1,3.32,0.7554
239.8,119.8,0.274,28.1,7.27,0.183
211.9,93.3,0.177,32.8,4.72,0.7224
213.5,21.5,0.239,0.3,5.03,0.7285
217.8,112.4,0.188,59.2,3.97,0.4342
218.4,70.4,0.166,71.4,2.65,0.8442
179.5,101.8,0.394,94.3,1.07,0.2652
221.8,90.1,0.359,36.4,7.0,0.5936
238.9,101.3,0.275,18.4,7.5,0.4167
245.6,55.9,0.166,83.9,4.84,0.6991
208.2,22.5,0.228,66.4,7.67,0.8401
239.1,31.9,0.207,79.3,6.31,0.7661
217.6,50.9,0.299,90.7,5.56,0.8821
188.8,111.2,0.164,71.1,2.25,0.4426
233.4,53.0,0.314,43.4,7.29,0.7172
218.0,60.3,0.335,99.2,6.03,0.8282
199.2,73.2,0.225,47.8,0.96,0.8419
238.6,55.2,0.312,61.9,7.42,0.7445
247.3,50.2,0.336,80.8,5.48,0.6254
239.9,77.0,0.286,39.9,4.31,0.6361
217.6,36.3,0.381,50.3,6.26,0.8076
211.4,93.8,0.342,69.6,4.81,0.6575
248.7,43.6,0.124,19.7,5.15,0.6099
188.6,118.6,0.159,56.4,5.91,0.3186
204.5,37.9,0.199,35.8,7.47,0.8625
212.2,63.2,0.292,95.6,7.61,0.7855
202.4,89.2,0.262,81.8,2.3,0.6978
198.0,109.8,0.29,87.0,3.48,0.4957
214.1,118.5,0.27,35.3,3.46,0.388
187.1,78.1,0.193,81.2,6.78,0.6623
198.7,82.5,0.12,53.9,1.92,0.7195
220.2,119.9,0.174,84.0,7.48,0.2955
246.0,34.8,0.141,88.9,4.35,0.6426
230.8,102.7,0.298,43.2,4.86,0.4828
244.3,24.9,0.385,49.9,6.7,0.6124
241.1,110.7,0.326,73.5,6.57,0.3068
205.5,46.8,0.197,73.9,6.61,0.8835
245.7,87.9,0.348,45.3,6.86,0.4768
241.7,22.7,0.196,82.5,5.23,0.658
195.3,59.3,0.235,89.4,7.02,0.7998
186.9,54.4,0.356,73.5,2.89,0.7533
186.6,62.9,0.28,82.9,6.52,0.7914
222.4,89.5,0.353,2.2,3.89,0.545
198.2,86.4,0.266,28.9,4.88,0.6895
174.1,20.1,0.248,39.8,2.89,0.598
197.7,52.0,0.342,84.4,5.44,0.8591
220.7,42.7,0.126,65.8,7.45,0.8538
195.2,56.6,0.36,9.0,3.88,0.7822
171.3,57.6,0.393,8.4,1.32,0.5317
205.8,36.5,0.13,71.2,1.9,0.8384
191.4,24.6,0.239,77.8,5.02,0.7319
196.5,75.2,0.238,40.2,3.57,0.7932
230.4,52.5,0.368,76.5,6.13,0.7871
202.9,68.2,0.224,54.9,5.26,0.8362
243.9,101.3,0.358,85.1,7.09,0.3339
180.5,85.0,0.141,48.1,1.25,0.619
174.0,67.4,0.296,26.0,4.26,0.624
231.3,46.7,0.112,61.9,5.19,0.8179
177.1,110.3,0.168,24.2,4.15,0.2991
180.8,115.4,0.102,23.9,0.71,0.2482
170.2,72.0,0.206,93.0,2.43,0.5973
237.7,42.9,0.313,68.4,1.38,0.7825
239.8,82.7,0.121,89.1,1.13,0.6761
240.6,76.8,0.395,65.8,6.11,0.5487
189.2,109.6,0.269,15.7,6.71,0.3996
211.0,87.0,0.395,79.7,7.47,0.6617
202.6,75.7,0.363,22.0,6.62,0.6823
193.2,96.9,0.226,74.3,3.31,0.6556
225.8,112.4,0.374,11.9,2.92,0.3308
220.0,27.8,0.324,32.0,3.88,0.8288
234.6,86.5,0.195,52.1,4.22,0.7203
202.9,83.6,0.205,58.4,4.85,0.824
229.3,35.4,0.333,40.7,7.17,0.7715
173.4,66.5,0.243,72.5,1.96,0.6384
182.6,46.9,0.386,70.5,1.25,0.6366
198.3,73.8,0.23,86.2,7.21,0.8128
238.7,61.7,0.267,56.4,3.68,0.7404
175.7,65.3,0.221,1.0,2.52,0.6133
230.4,110.4,0.234,94.0,3.78,0.3906
235.0,94.3,0.259,33.7,5.91,0.5377
213.0,74.3,0.338,42.6,6.12,0.774
170.6,70.3,0.33,63.3,2.29,0.5973
179.4,95.1,0.132,48.8,2.49,0.5668
179.5,44.0,0.185,24.6,6.8,0.6672
242.6,105.8,0.271,70.3,4.05,0.394
228.4,90.1,0.397,87.8,1.3,0.5627
173.4,64.4,0.34,42.5,7.48,0.5781
216.7,94.3,0.378,80.8,6.82,0.5513
221.8,39.0,0.336,68.8,5.6,0.821
214.1,31.6,0.201,60.1,6.93,0.8517
213.9,30.8,0.196,64.8,2.52,0.8177
210.3,32.8,0.382,0.1,2.14,0.6881
193.3,81.3,0.34,37.5,0.84,0.7214
207.5,63.0,0.28,28.0,5.02,0.8201
197.8,99.1,0.209,17.9,1.39,0.5767
247.5,84.1,0.344,86.3,3.93,0.4915
237.9,33.4,0.292,14.8,7.4,0.6913
223.2,20.8,0.361,10.7,7.3,0.6274
200.2,46.1,0.142,62.4,4.36,0.9583
177.7,58.9,0.314,66.8,7.32,0.7119
232.4,113.4,0.241,14.1,1.37,0.3568
239.9,85.4,0.287,38.3,5.62,0.5555
243.9,21.9,0.112,63.1,4.32,0.6099
218.8,70.0,0.306,9.5,4.16,0.7634
207.6,38.2,0.123,0.9,0.84,0.8305
249.9,37.0,0.322,27.3,6.22,0.5596
187.2,71.8,0.241,40.4,4.18,0.7454
213.2,95.7,0.39,13.3,7.34,0.5434
233.5,33.9,0.373,92.7,3.02,0.7211
239.9,117.8,0.377,69.5,2.16,0.2169
177.9,103.8,0.226,6.8,7.16,0.3351
235.2,101.5,0.175,42.9,2.2,0.5227
179.6,62.7,0.36,21.5,2.33,0.6235
206.2,94.2,0.245,87.1,7.63,0.6426
213.0,83.0,0.205,8.3,1.88,0.6761
187.1,118.4,0.188,70.2,5.68,0.3408
248.3,117.5,0.174,56.1,2.46,0.1531
201.3,69.5,0.364,96.6,5.56,0.7175
214.6,59.8,0.397,97.2,7.54,0.7189
233.9,68.1,0.329,21.3,4.38,0.7459
202.4,100.1,0.15,54.0,4.26,0.6116
237.7,32.7,0.244,8.4,5.39,0.669
243.0,76.3,0.255,21.1,1.23,0.6328
205.8,100.3,0.304,75.5,7.56,0.563
240.2,55.5,0.33,7.6,5.34,0.6498
197.8,44.6,0.322,64.0,1.99,0.8546
187.9,114.9,0.367,53.4,1.65,0.3303
175.3,104.0,0.382,79.6,4.45,0.2974
194.1,81.8,0.284,32.6,5.69,0.6947
195.2,46.6,0.148,12.7,6.11,0.7817
172.1,25.1,0.104,12.8,6.88,0.4914
171.7,38.3,0.278,66.3,1.28,0.6253
202.7,95.2,0.357,54.1,5.16,0.5972
175.6,109.0,0.15,5.4,7.25,0.2997
200.0,23.2,0.379,0.5,6.98,0.5965
187.0,57.9,0.171,37.1,4.72,0.821
213.2,38.7,0.111,29.9,1.16,0.8491
191.3,32.6,0.165,96.2,7.98,0.781
204.6,112.3,0.272,33.2,7.32,0.4233
195.5,25.2,0.295,8.8,3.36,0.7188
227.3,118.1,0.236,91.8,5.58,0.3678
199.6,70.8,0.21,0.8,7.49,0.743
234.6,66.2,0.168,41.8,2.79,0.7609
170.9,25.8,0.181,7.9,3.01,0.4991
226.8,94.0,0.139,48.2,0.83,0.6745
228.9,35.6,0.196,8.2,4.51,0.8005
233.7,63.0,0.373,62.0,6.82,0.721
187.3,91.8,0.149,22.0,7.83,0.5727
202.8,111.0,0.31,95.0,2.77,0.4549
171.4,50.0,0.1,76.6,2.56,0.6853
243.5,69.9,0.184,36.7,2.96,0.6397
213.7,39.7,0.389,21.0,2.49,0.7549
211.8,97.8,0.313,54.6,1.43,0.6489
193.5,115.4,0.369,60.0,4.28,0.3395
249.7,57.5,0.193,72.9,6.13,0.6452
195.1,24.4,0.247,88.2,2.46,0.8441
211.3,51.2,0.357,77.6,1.23,0.8401
195.4,34.2,0.395,73.8,1.47,0.7224
213.2,105.3,0.188,77.6,1.64,0.5777
210.5,53.3,0.302,34.4,5.47,0.8486
194.2,84.7,0.304,35.3,3.49,0.7397
187.8,92.9,0.297,76.8,3.08,0.6446
235.5,20.9,0.268,64.4,3.98,0.7182
246.3,52.2,0.301,98.0,7.45,0.6495
202.1,40.6,0.129,13.3,5.77,0.7913
237.9,92.7,0.26,27.8,3.91,0.5509
241.6,89.0,0.252,82.8,6.75,0.6022
194.1,42.9,0.251,20.0,7.28,0.8307
197.7,20.7,0.312,29.8,1.31,0.7707
241.7,98.3,0.135,20.5,7.72,0.4025
235.6,102.6,0.292,67.0,1.99,0.4905
215.8,84.0,0.235,68.1,2.08,0.75
230.2,76.6,0.32,29.5,4.63,0.6772
206.2,113.7,0.186,39.0,0.89,0.4673
206.0,100.6,0.195,97.5,2.93,0.6154
193.9,64.8,0.158,98.7,5.82,0.8312
186.5,109.7,0.313,34.4,3.96,0.3681
204.0,107.7,0.124,90.8,6.87,0.5164
198.4,94.2,0.266,70.5,1.88,0.7101
215.1,38.9,0.106,25.1,4.17,0.8176
192.4,37.9,0.356,62.5,1.6,0.7868
202.1,26.2,0.358,49.4,3.56,0.7262
230.1,76.7,0.343,90.6,6.19,0.6381
240.5,46.2,0.383,36.1,6.36,0.6477
201.8,91.8,0.297,76.6,6.21,0.7204
237.7,52.8,0.28,69.4,3.26,0.7749
248.8,117.4,0.232,66.7,7.1,0.1338
187.2,44.5,0.149,78.0,4.85,0.7852
236.0,42.2,0.156,52.1,1.58,0.7868
209.7,36.6,0.271,18.1,5.18,0.86
243.4,48.2,0.276,15.2,6.19,0.6729
202.0,116.8,0.26,59.8,3.85,0.4144
236.2,40.2,0.359,49.9,4.14,0.6941
183.1,54.2,0.314,9.5,6.0,0.6532
246.3,33.6,0.24,33.0,2.91,0.6711
220.0,83.2,0.267,57.0,1.77,0.7954
244.1,65.3,0.19,37.1,2.47,0.7315
176.7,110.2,0.145,27.8,5.22,0.2549
245.2,54.4,0.393,36.2,4.83,0.5866
242.6,30.6,0.154,2.1,2.88,0.6052
224.1,45.3,0.293,95.2,3.17,0.8452
171.0,49.6,0.192,41.0,2.0,0.693
240.3,56.1,0.346,19.4,4.26,0.6655
211.4,64.7,0.353,49.4,3.75,0.7945
197.4,23.5,0.145,28.4,5.4,0.7627
243.8,65.8,0.389,46.5,7.19,0.5863
214.5,100.3,0.184,84.3,3.15,0.5974
199.9,81.0,0.34,54.4,3.45,0.7146
180.7,23.2,0.313,44.9,6.57,0.6966
248.2,25.8,0.243,13.4,5.68,0.568
183.8,39.7,0.182,52.2,5.42,0.8111
204.8,77.2,0.257,27.7,4.33,0.7987
223.5,84.7,0.226,78.3,5.22,0.747
243.5,80.0,0.317,40.3,1.56,0.6186
227.2,54.0,0.349,66.0,3.55,0.8092
190.6,34.1,0.365,59.2,3.6,0.7279
241.3,40.6,0.199,46.0,1.63,0.8022
189.0,43.9,0.19,74.0,0.66,0.8577
248.3,60.2,0.322,10.0,4.48,0.561
228.6,62.5,0.392,30.7,1.48,0.7198
219.1,45.5,0.164,66.0,5.55,0.8793
222.1,116.1,0.364,68.3,2.04,0.3558
225.7,83.9,0.389,74.3,2.62,0.684
236.5,101.4,0.23,16.5,3.25,0.4471
241.1,72.6,0.212,24.9,7.37,0.6273
189.1,105.5,0.301,22.8,7.92,0.4329
203.1,111.9,0.294,18.1,4.18,0.4156
242.6,54.1,0.308,99.5,4.73,0.691
198.9,36.8,0.316,52.6,6.71,0.8059
185.1,21.3,0.172,11.8,6.76,0.6722
176.2,36.5,0.342,74.4,6.59,0.6314
179.0,42.9,0.294,34.6,1.49,0.6877
188.5,23.1,0.3,32.2,0.68,0.7531
212.9,78.4,0.376,11.4,0.62,0.6746
212.5,92.9,0.372,41.7,5.38,0.6046
187.0,99.2,0.134,52.8,5.49,0.552
215.8,88.4,0.388,76.4,4.4,0.6599
181.4,67.3,0.116,30.6,1.74,0.7001
246.3,91.3,0.109,13.6,4.87,0.3989
222.9,50.0,0.387,68.3,5.44,0.7656
215.5,65.9,0.398,70.9,2.3,0.8071
223.9,57.7,0.142,65.1,7.62,0.8392
181.1,76.3,0.341,32.2,4.18,0.6234
174.4,74.6,0.225,77.2,4.26,0.6109
170.4,26.7,0.148,85.5,3.65,0.5789
183.1,96.7,0.324,93.1,0.88,0.4995
171.0,85.9,0.283,24.2,4.47,0.491
177.4,65.8,0.312,5.6,5.18,0.598
184.1,86.6,0.324,96.6,7.79,0.6154
182.4,56.6,0.165,76.1,2.3,0.8063
190.1,110.2,0.186,83.3,5.15,0.4735
243.0,72.2,0.141,22.4,3.26,0.6211
240.7,54.3,0.373,58.0,7.1,0.691
178.4,81.9,0.239,92.4,1.07,0.6053
234.2,63.8,0.173,9.0,3.51,0.7189
172.5,96.7,0.391,19.5,6.5,0.263
204.8,31.7,0.104,60.8,5.05,0.8852
230.7,24.2,0.227,93.3,4.78,0.774
218.0,76.1,0.108,2.4,6.34,0.6931
219.4,45.1,0.381,87.5,5.32,0.8251
235.5,66.1,0.343,82.9,7.0,0.6917
173.8,93.4,0.35,30.3,7.79,0.3575
193.6,82.2,0.12,58.6,2.36,0.7584
237.7,82.3,0.158,10.6,3.64,0.6405
193.5,21.0,0.173,11.5,5.09,0.6697
177.6,22.7,0.271,86.3,7.98,0.574
211.7,111.7,0.24,15.0,4.59,0.4288
204.4,34.0,0.3,47.7,4.51,0.837
216.2,61.3,0.271,23.1,3.98,0.8512
184.6,87.4,0.146,13.1,4.68,0.5903
177.7,60.1,0.312,72.9,2.72,0.701
177.4,21.4,0.179,64.0,7.31,0.6623
231.0,83.3,0.16,94.7,3.1,0.6383
228.2,46.8,0.126,57.3,5.46,0.8273
235.4,50.3,0.274,93.6,5.12,0.7196
185.7,31.2,0.315,78.8,1.23,0.7193
199.9,77.0,0.273,69.8,7.74,0.7626
230.0,104.1,0.303,28.5,3.65,0.4783
225.3,65.4,0.239,55.7,5.48,0.7983
235.7,114.7,0.143,55.0,7.68,0.3422
182.6,102.8,0.301,51.7,1.46,0.4833
202.1,78.4,0.225,28.3,1.42,0.7992
187.2,99.9,0.326,91.2,4.98,0.4396
228.3,51.6,0.326,43.8,6.6,0.7595
214.5,93.1,0.33,81.4,5.86,0.6597
176.7,39.0,0.202,13.8,2.85,0.6642
231.0,38.6,0.184,5.1,6.13,0.7497
203.0,103.0,0.208,97.0,3.37,0.6085
190.5,96.8,0.236,49.4,2.52,0.6211
233.4,24.9,0.108,86.8,4.76,0.7062
237.7,50.7,0.316,5.7,3.54,0.6956
177.9,27.0,0.144,40.0,4.54,0.6542
239.7,37.3,0.362,69.7,1.78,0.6906
204.0,36.8,0.279,42.7,7.83,0.8166
238.9,87.5,0.273,74.4,5.06,0.6057
220.4,114.5,0.205,61.8,5.58,0.4447
188.5,48.4,0.216,3.8,0.85,0.7766
217.1,113.7,0.238,78.6,6.17,0.4089
203.5,96.5,0.326,23.3,7.36,0.5793
195.1,70.5,0.169,9.1,3.09,0.7987
203.3,109.1,0.174,12.1,7.77,0.3961
193.5,111.4,0.148,8.2,5.96,0.4059
175.7,23.8,0.231,54.9,3.76,0.6091
218.5,86.6,0.238,51.6,6.31,0.7541
208.7,31.2,0.327,9.8,7.57,0.7531
172.2,28.6,0.397,86.3,2.52,0.5149
215.8,98.0,0.106,73.3,5.62,0.6342
185.4,70.1,0.377,50.2,2.11,0.6773
182.5,63.1,0.377,30.2,3.44,0.6486
216.9,33.1,0.248,54.4,7.22,0.8057
213.0,36.5,0.291,32.6,7.05,0.8705
194.1,74.9,0.185,41.1,4.65,0.7446
198.6,108.3,0.141,48.9,7.3,0.5343
224.2,68.5,0.16,91.6,0.76,0.8993
223.2,117.2,0.308,56.2,1.83,0.3213
234.9,21.6,0.184,14.6,5.17,0.7052
238.8,21.9,0.275,68.5,1.87,0.6543
174.9,32.3,0.145,68.2,0.9,0.672
242.2,116.0,0.115,6.0,2.67,0.1534
241.6,60.9,0.341,13.6,4.2,0.5831
234.9,61.2,0.245,53.3,4.63,0.7946
240.2,113.0,0.227,20.2,7.26,0.2827
186.5,56.0,0.131,32.3,7.94,0.7754
217.1,101.8,0.102,84.4,2.98,0.5874
176.9,80.5,0.152,95.9,5.82,0.5782
211.3,90.9,0.121,15.5,0.72,0.6946
191.5,82.2,0.318,94.6,2.78,0.6683
237.5,101.6,0.12,62.4,5.34,0.4263
194.6,76.1,0.16,51.8,4.88,0.7783
191.5,107.5,0.177,35.8,6.41,0.466
173.9,24.2,0.345,34.6,5.62,0.5641
221.8,92.2,0.276,59.1,6.94,0.6651
172.8,78.5,0.264,24.5,3.56,0.5267
207.9,99.2,0.213,6.4,5.81,0.501
220.6,110.3,0.226,96.3,5.82,0.438
242.6,42.6,0.282,6.6,5.82,0.6855
232.2,97.3,0.13,78.7,3.92,0.5667
217.6,61.2,0.129,96.1,6.87,0.8248
214.7,103.1,0.305,25.4,3.59,0.5687
181.9,119.7,0.284,39.6,5.89,0.2482
196.9,68.8,0.385,79.0,1.37,0.746
202.4,84.2,0.389,36.8,7.09,0.6181
173.2,44.5,0.373,16.3,6.91,0.5263
203.2,23.5,0.273,82.2,1.07,0.837
170.1,29.9,0.292,83.6,6.91,0.6015
233.5,42.3,0.129,54.6,2.67,0.8244
176.2,34.8,0.155,27.1,3.57,0.6342
195.4,44.5,0.205,46.5,7.17,0.8913
231.8,84.9,0.392,6.9,5.96,0.5114
225.4,43.6,0.106,76.8,4.41,0.7769
247.3,35.5,0.24,31.8,5.24,0.6151
225.7,111.8,0.253,18.2,0.78,0.428
216.1,101.4,0.186,47.7,7.59,0.6022
171.7,91.6,0.357,39.9,4.37,0.3698
213.6,111.5,0.398,26.6,1.0,0.3746
244.9,37.0,0.215,89.8,3.97,0.6894
228.8,46.8,0.201,14.9,3.15,0.8087
189.2,102.2,0.356,10.5,7.13,0.4311
232.6,58.4,0.171,50.0,2.45,0.7657
190.3,81.3,0.272,21.0,5.97,0.7133
247.0,49.0,0.212,50.8,5.36,0.671
182.1,77.5,0.354,95.8,7.67,0.5529
212.6,85.2,0.203,49.6,6.99,0.739
209.2,108.3,0.259,71.5,7.86,0.538
213.3,68.8,0.285,62.9,7.65,0.8275
208.9,54.3,0.212,85.6,5.68,0.8899
233.7,54.1,0.224,63.0,3.68,0.8364
187.8,79.9,0.158,59.9,3.17,0.7331
200.5,45.9,0.294,59.4,6.28,0.8578
222.2,56.0,0.11,1.1,4.83,0.7695
236.6,59.4,0.393,20.7,2.18,0.6871
215.0,69.7,0.12,85.8,2.78,0.8248
176.9,97.7,0.3,73.7,2.25,0.4486
249.8,114.6,0.247,86.8,7.73,0.183
206.4,20.1,0.257,14.8,6.87,0.7245
230.4,88.5,0.382,15.2,0.83,0.5235
182.4,96.5,0.37,24.1,5.07,0.4462
220.7,74.9,0.209,29.3,3.56,0.8253
217.3,88.4,0.206,23.2,2.08,0.7383
233.5,103.4,0.353,76.3,1.69,0.406
248.9,113.7,0.346,93.2,2.64,0.1403
200.8,20.1,0.334,89.2,3.7,0.7637
209.4,49.6,0.224,90.3,3.61,0.9132
200.0,101.9,0.186,42.0,6.7,0.5916
233.4,73.1,0.353,22.7,1.91,0.694
224.7,44.1,0.274,86.7,7.3,0.8238
216.4,35.9,0.235,71.5,2.55,0.878
189.4,88.7,0.285,38.8,0.81,0.6395
220.4,34.8,0.193,74.7,3.53,0.8927
205.8,84.7,0.178,18.5,4.33,0.769
216.5,109.9,0.348,76.5,4.34,0.4295
176.6,31.5,0.376,51.0,6.49,0.5872
206.2,33.4,0.283,68.8,1.88,0.8961
249.3,51.2,0.194,4.4,2.86,0.5077
193.4,116.2,0.204,5.2,7.74,0.3514
241.4,39.5,0.268,64.7,3.41,0.7463
171.2,106.2,0.202,71.2,1.88,0.3108
188.8,89.1,0.249,86.3,3.02,0.6299
204.5,114.2,0.155,48.6,5.56,0.4521
195.8,50.2,0.263,27.8,2.5,0.8699
170.1,58.8,0.197,76.3,1.76,0.6577
218.3,33.2,0.295,66.7,4.26,0.8321
191.9,97.2,0.265,17.8,1.93,0.5707
220.3,50.5,0.207,76.5,3.82,0.8773
225.8,35.8,0.203,8.1,5.7,0.77
232.8,89.6,0.169,67.3,0.85,0.6685
201.4,102.0,0.241,50.6,4.12,0.6155
196.8,103.4,0.282,76.8,7.12,0.5535
217.2,24.2,0.371,7.8,6.3,0.6624
175.2,99.4,0.335,52.9,3.9,0.4235
197.7,68.2,0.142,97.7,1.28,0.7943
243.5,119.4,0.363,38.0,0.68,0.1186
175.9,72.0,0.27,63.8,2.16,0.6613
247.1,119.8,0.161,83.5,4.43,0.1554
179.1,73.6,0.344,85.7,3.85,0.6699
196.7,54.2,0.279,24.8,1.91,0.8889
192.1,74.8,0.114,54.3,5.52,0.764
210.8,31.0,0.121,44.0,7.74,0.8348
210.7,92.7,0.205,91.1,7.27,0.7029
197.3,106.1,0.158,56.2,3.38,0.566
245.7,99.0,0.161,67.8,2.27,0.4084
230.7,74.6,0.342,95.4,1.99,0.682
223.3,47.1,0.25,5.0,5.88,0.724
209.1,92.4,0.3,94.1,4.65,0.6481
178.7,75.0,0.298,24.2,1.8,0.6211
205.3,32.8,0.391,27.6,6.57,0.752
175.6,69.5,0.112,39.7,1.57,0.6585
194.3,112.7,0.332,3.1,4.21,0.2674
247.9,51.3,0.119,35.8,4.73,0.654
249.3,42.4,0.165,33.6,5.51,0.6307
193.7,81.4,0.342,51.0,1.68,0.7503
211.0,49.0,0.171,1.3,4.51,0.8138
175.7,38.7,0.227,76.4,2.53,0.709
179.3,91.3,0.351,67.2,2.48,0.5181
211.3,49.5,0.37,73.9,4.38,0.9026
179.5,49.2,0.298,7.1,7.27,0.6636
216.2,87.4,0.147,19.2,3.41,0.7068
177.7,72.9,0.301,40.8,1.43,0.7102
207.9,89.0,0.195,24.9,3.08,0.7339
179.8,106.4,0.107,41.8,7.34,0.3897
195.3,114.5,0.351,79.9,4.65,0.3829
195.1,22.3,0.153,69.0,7.33,0.8055
226.8,22.2,0.109,88.3,3.47,0.7227
249.4,112.7,0.163,9.9,6.04,0.0884
231.8,77.3,0.309,97.5,2.2,0.6916
226.2,91.0,0.373,88.5,5.51,0.5793
217.6,43.5,0.284,58.3,7.84,0.8513
226.6,66.7,0.23,1.4,5.19,0.7688
244.2,110.5,0.103,35.0,7.36,0.208
171.8,96.4,0.355,58.0,4.63,0.3477
181.6,31.1,0.281,50.1,6.25,0.7314
186.0,89.7,0.13,94.5,2.84,0.6261
228.3,73.9,0.367,6.1,6.26,0.6296
223.0,47.6,0.364,5.9,3.9,0.684
219.8,39.2,0.117,39.2,2.86,0.8601
186.3,106.2,0.255,99.3,6.12,0.4184
222.9,47.8,0.175,77.5,3.02,0.8679
249.2,115.5,0.152,43.2,2.16,0.1891
202.0,27.5,0.106,50.9,3.7,0.8379
214.4,70.6,0.381,41.4,3.63,0.7689
181.7,29.5,0.189,45.2,2.41,0.7622
199.0,84.3,0.31,72.3,0.93,0.7496
219.6,69.1,0.299,80.1,6.21,0.8555
174.6,44.2,0.372,25.1,6.38,0.624
240.4,119.5,0.153,80.2,3.16,0.24
182.6,110.0,0.325,13.2,5.1,0.29
206.1,58.9,0.291,57.8,1.62,0.906
242.8,98.7,0.11,25.6,0.85,0.4457
190.4,60.8,0.281,50.0,3.06,0.8274
244.1,25.9,0.171,45.5,2.11,0.6626
216.5,46.2,0.226,16.2,3.3,0.8181
231.6,104.6,0.371,84.0,2.1,0.442
202.0,22.7,0.177,92.5,0.83,0.7939
236.4,90.2,0.149,31.7,0.59,0.6086
224.4,113.0,0.216,89.4,3.5,0.3932
226.1,81.2,0.246,60.3,1.15,0.7664
175.9,102.3,0.347,47.4,0.78,0.386
192.7,73.3,0.179,58.5,3.39,0.8145
210.2,119.8,0.319,43.4,7.47,0.3024
198.7,43.8,0.129,7.2,5.33,0.8197
220.2,103.9,0.198,44.9,4.24,0.586
204.9,31.4,0.366,28.7,2.67,0.7469
187.9,105.3,0.363,94.6,3.93,0.4044
